num_distr,mouse.time,,,,,,
5,2.5966838,,,,,,
5,2.4221058,,,,,,
5,3.0364608,,,,,,
5,2.1667917,,,,,,
5,2.2541662,,Mean_RT_5,2.124038831,,slope ,157.6
5,1.9160957,,Mean_RT_10,10,,,
5,2.538291,,,7.875961169,#NAME?,,
5,3.3858644,,,,,,
5,3.4072206,,,,,,
5,2.7245719,,,,,,
5,2.7403614,,,,,,
5,1.7616713,,,,,,
5,2.4631493,,,,,,
5,2.6978423,,,,,,
5,3.5773277,,,,,,
5,2.4546521,,,,,,
5,2.2604096,,,,,,
5,2.7262357,,,,,,
5,1.8488909,,,,,,
5,2.8720335,,,,,,
5,2.2333076,,,,,,
5,3.7125665,,,,,,
5,2.5295781,,,,,,
5,2.8342968,,,,,,
5,2.670499,,,,,,
5,2.2421527,,,,,,
5,2.4705817,,,,,,
5,3.3259278,,,,,,
5,2.5748654,,,,,,
5,2.8135061,,,,,,
5,2.3654537,,,,,,
5,2.8194358,,,,,,
5,2.2191276,,,,,,
5,3.8497465,,,,,,
5,1.3050459,,,,,,
5,2.4168445,,,,,,
5,2.7650419,,,,,,
5,2.7361941,,,,,,
5,2.4817795,,,,,,
5,2.925803,,,,,,
5,3.4977034,,,,,,
5,2.3056565,,,,,,
5,4.1034155,,,,,,
5,3.9148429,,,,,,
5,3.4517198,,,,,,
5,3.8723698,,,,,,
5,3.050114,,,,,,
5,2.1868183,,,,,,
5,2.2093665,,,,,,
5,2.9905194,,,,,,
5,3.8805429,,,,,,
5,3.9336419,,,,,,
5,2.5840833,,,,,,
5,3.1897686,,,,,,
5,4.419166,,,,,,
5,1.9806532,,,,,,
5,2.053047,,,,,,
5,1.8638855,,,,,,
5,3.0306855,,,,,,
5,2.2886519,,,,,,
5,2.5194986,,,,,,
5,3.0754408,,,,,,
5,2.8835283,,,,,,
5,2.3349839,,,,,,
5,1.866366,,,,,,
5,2.4575613,,,,,,
5,1.6532859,,,,,,
5,2.1999643,,,,,,
5,1.5471736,,,,,,
5,2.4726022,,,,,,
5,2.5156178,,,,,,
5,2.8371745,,,,,,
5,5.3492075,,,,,,
5,1.9561234,,,,,,
5,3.133902,,,,,,
5,3.7010208,,,,,,
5,2.6880853,,,,,,
5,2.4942003,,,,,,
5,3.6787285,,,,,,
5,4.0338464,,,,,,
5,2.5326739,,,,,,
5,2.5875227,,,,,,
5,3.0678998,,,,,,
5,2.5702427,,,,,,
5,2.771972,,,,,,
5,2.3854261,,,,,,
5,3.1343738,,,,,,
5,2.7072406,,,,,,
5,2.6944556,,,,,,
5,2.6637846,,,,,,
5,2.7524847,,,,,,
5,4.6148562,,,,,,
5,2.4688517,,,,,,
5,2.6515984,,,,,,
5,2.7269876,,,,,,
5,2.1348517,,,,,,
5,2.0419126,,,,,,
5,2.9881955,,,,,,
5,2.4975351,,,,,,
5,2.4045605,,,,,,
5,2.5040805,,,,,,
5,2.1714235,,,,,,
5,1.7991827,,,,,,
5,2.5125004,,,,,,
5,1.7659034,,,,,,
5,4.8181868,,,,,,
5,1.9983911,,,,,,
5,1.7291425,,,,,,
5,1.9538317,,,,,,
5,2.85597,,,,,,
5,2.3315801,,,,,,
5,1.8286121,,,,,,
5,1.5925836,,,,,,
5,1.4825623,,,,,,
5,1.4990886,,,,,,
5,1.8769245,,,,,,
5,2.0179812,,,,,,
5,1.8457157,,,,,,
5,2.1121849,,,,,,
5,2.6124307,,,,,,
5,2.9319749,,,,,,
5,1.8234533,,,,,,
5,2.3944245,,,,,,
5,1.7837406,,,,,,
5,1.6847362,,,,,,
5,1.7269716,,,,,,
5,1.9107903,,,,,,
5,1.9255878,,,,,,
5,1.6712421,,,,,,
5,2.6162009,,,,,,
5,1.7101574,,,,,,
5,1.7974442,,,,,,
5,2.0621135,,,,,,
5,2.5185041,,,,,,
5,1.907681,,,,,,
5,1.7788811,,,,,,
5,1.8007973,,,,,,
5,1.5011086,,,,,,
5,0.9415061,,,,,,
5,1.6118983,,,,,,
5,3.4278144,,,,,,
5,2.1095496,,,,,,
5,1.7878635,,,,,,
5,2.0521147,,,,,,
5,3.2120358,,,,,,
5,1.8814294,,,,,,
5,1.8538936,,,,,,
5,1.7757178,,,,,,
5,1.5331115,,,,,,
5,1.3472684,,,,,,
5,0.7339692,,,,,,
5,1.4032205,,,,,,
5,2.4955726,,,,,,
5,2.0160766,,,,,,
5,2.4897464,,,,,,
5,2.0990344,,,,,,
5,1.7986815,,,,,,
5,1.8978011,,,,,,
5,2.2702967,,,,,,
5,1.5314914,,,,,,
5,1.4683145,,,,,,
5,1.5378284,,,,,,
5,1.8693887,,,,,,
5,1.6500382,,,,,,
5,1.930645,,,,,,
5,1.5659498,,,,,,
5,1.4241135,,,,,,
5,1.6800644,,,,,,
5,1.4328615,,,,,,
5,1.4929759,,,,,,
5,1.6791825,,,,,,
5,1.5651982,,,,,,
5,1.6327832,,,,,,
5,2.5182605,,,,,,
5,2.0174769,,,,,,
5,1.79143,,,,,,
5,1.6148829,,,,,,
5,1.5657628,,,,,,
5,1.4519506,,,,,,
5,1.5981497,,,,,,
5,1.7368845,,,,,,
5,1.9510189,,,,,,
5,1.5987389,,,,,,
5,1.6647413,,,,,,
5,1.8108243,,,,,,
5,1.7837703,,,,,,
5,1.4669872,,,,,,
5,1.5649371,,,,,,
5,1.698262,,,,,,
5,2.0409187,,,,,,
5,2.1990006,,,,,,
5,1.3885715,,,,,,
5,1.9888799,,,,,,
5,1.7038638,,,,,,
5,2.585204,,,,,,
5,1.4612899,,,,,,
5,1.5872517,,,,,,
5,1.5291016,,,,,,
5,3.3199895,,,,,,
5,1.6818407,,,,,,
5,1.555593,,,,,,
5,4.6494414,,,,,,
5,1.8690341,,,,,,
5,2.6305227,,,,,,
5,1.3327908,,,,,,
5,2.5695551,,,,,,
